communityName,state,countyCode,communityCode,population,racepctblack,racePctWhite,racePctAsian,racePctHisp,medIncome,PctPopUnderPov,PctNotHSGrad,PctUnemployed,PctEmploy,PctForeignBorn,PolicPerPop,PolicBudgPerPop,murders,murdPerPop,rapes,rapesPerPop,robberies,robbbPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop
Bridgeporttown,CT,1,8070,141686,26.6,58.54,2.32,26.5,28704,17.07,38.91,10.62,57.72,14.63,292.4,152510.5,60,45.09,72,54.11,1560,1172.43,848,637.32,3653,2745.44,3820,2870.95,3586,2695.09,192,144.3,1908.96,8455.77
Onalaskacity,WI,63,59925,11284,0.22,99.04,0.45,0.38,32624,5.21,13.91,2.91,74.5,1.76,,,0,0,1,7.82,1,7.82,5,39.11,72,563.12,631,4935.09,7,54.75,0,0,54.75,5552.95
Northvilletownship,MI,163,59000,17313,6.17,90.75,2.5,1.07,55465,1.58,10.94,3.19,62.54,6.01,,,0,0,,,3,16.87,7,39.35,71,399.15,413,2321.79,25,140.54,2,11.24,,2872.72
Lincolnwoodvillage,IL,,,11365,0.11,83.58,15.57,3.24,57309,2.16,11.45,4.13,61.33,27.64,,,0,0,,,18,153.94,12,102.63,80,684.17,577,4934.58,42,359.19,3,25.66,,6003.59
Lawrencevillecity,GA,,,16848,5.68,91.57,1.89,1.82,34826,8.85,24.64,4.29,70.97,2.96,,,0,0,5,23.05,14,64.54,60,276.61,203,935.87,838,3863.35,101,465.63,7,32.27,364.21,5297.13
SouthBurlingtoncity,VT,7,66175,12809,0.56,97.03,1.94,0.91,42358,3.62,8.97,2.46,70.38,5.29,,,0,0,3,22.93,4,30.57,9,68.78,125,955.29,686,5242.64,16,122.28,,,122.28,
Indianolacity,IA,181,92036,11340,0.28,99,0.42,0.49,28815,7.29,14.19,3.34,68.05,0.44,,,0,0,1,7.93,0,0,1,7.93,53,420.27,348,2759.5,7,55.51,,,15.86,
MountPleasanttown,SC,,,30108,9.19,89.93,0.63,0.93,38605,5.81,9.74,1.97,73.01,2.3,,,1,2.9,3,8.69,8,23.18,39,113.01,164,475.24,1188,3442.58,73,211.54,0,0,147.79,4129.36
AlbertLeacity,MN,47,694,18310,0.03,96.36,0.5,4.9,23381,11.62,24.27,9.37,56.25,1.17,,,0,0,,,2,11.08,28,155.12,82,454.29,585,3241,39,216.07,3,16.62,,3927.98
Hendersoncity,TX,,,11139,24.27,72.26,0.14,5.28,23238,20.24,33.75,7.72,51.76,2.78,,,2,16.7,,,24,200.38,256,2137.43,251,2095.68,725,6053.27,148,1235.7,0,0,,9384.65
LakeWorthcity,FL,,,28564,14.91,80.51,0.88,15.71,21665,17.08,32.9,5.64,55.43,20.39,,,6,18.74,11,34.36,205,640.26,316,986.94,1046,3266.91,2529,7898.68,412,1286.78,0,0,1680.3,12452.37
Bethlehemtownship,PA,95,6096,16425,1.21,96.68,1.47,2.55,42235,2.88,18.25,2.87,68.71,3.8,,,0,0,1,5.99,4,23.94,9,53.88,29,173.6,405,2424.42,12,71.83,1,5.99,83.81,2675.85
MichiganCitycity,IN,,,33822,22.54,75.77,0.67,1.76,23127,16.41,30.88,7.88,55.93,1.99,,,4,11.7,22,64.33,92,269.01,109,318.72,424,1239.8,1677,4903.65,364,1064.36,7,20.47,663.76,7228.28
Kenoshacity,WI,59,39225,80352,6.39,89.78,0.56,5.89,27770,12.73,26.84,7.8,59.77,5.01,186.5,104053.1,8,9.32,53,61.77,129,150.34,270,314.66,859,1001.07,3141,3660.5,312,363.6,33,38.46,536.08,5063.63
WestWindsortownship,NJ,21,80240,16021,2.58,81.9,14.72,2.66,76907,3.32,6,2.85,70.19,15.22,,,1,6.07,1,6.07,7,42.51,8,48.58,43,261.14,270,1639.74,122,740.92,0,0,103.24,2641.81
SantaBarbaracity,CA,,,85571,2.24,77.75,2.33,31.46,33667,12.68,20.9,4.6,65.45,22.53,160.4,139507.91,5,5.81,44,51.13,159,184.76,463,538.02,938,1089.99,3317,3854.47,226,262.62,18,20.92,779.72,5227.99
Harveycity,IL,,,29771,79.99,15.08,0.27,6.49,23201,25.57,33.29,17.3,54.09,4.42,,,18,58.12,,,368,1188.25,190,613.5,840,2712.3,1371,4426.86,897,2896.35,12,38.75,,10074.27
Danvillecity,VA,590,21344,53056,36.62,62.66,0.49,0.52,20413,18.96,42.55,8.71,54.71,0.68,,,10,18.26,24,43.82,78,142.41,99,180.75,388,708.38,1622,2961.31,82,149.71,17,31.04,385.23,3850.44
Logansportcity,IN,,,16812,1.17,98.04,0.23,0.6,20533,15.86,29.84,9.68,56.21,0.84,,,0,0,8,47.01,2,11.75,4,23.5,177,1040.01,689,4048.42,11,64.63,0,0,82.26,5153.06
Moorparkcity,CA,,,25494,1.55,78.88,6.63,22.02,60368,4.29,14.67,3.58,76.51,15.35,,,1,3.43,3,10.29,12,41.15,53,181.74,159,545.21,239,819.53,44,150.88,8,27.43,236.6,1543.05
RedBankcity,TN,,,12322,5.46,93.04,0.88,1.11,25015,9.92,24.1,4.97,61.5,1.59,,,0,0,6,50,10,83.33,70,583.28,123,1024.91,446,3716.36,57,474.96,2,16.67,716.61,5232.9
Augustacity,GA,,,44639,55.99,43.04,0.61,0.75,15315,33.31,42.8,9.64,45.99,1.69,660.5,188663,15,33.82,18,40.58,209,471.17,133,299.83,1259,2838.27,2314,5216.65,533,1201.59,16,36.07,845.39,9292.57
Bartletttown,TN,,,26989,2.42,96.42,0.95,0.7,47346,2.33,9.08,2.41,74.51,1.55,,,0,0,2,6.01,16,48.08,50,150.24,181,543.85,721,2166.4,35,105.17,,,204.32,
Goshentown,NY,71,29553,11500,7.17,90.34,1.12,4.49,46566,4.71,22.42,4.9,58.57,6.04,,,0,0,0,0,0,0,2,17.24,20,172.44,54,465.6,4,34.49,,,17.24,
WestOrangetownship,NJ,13,79800,39103,5.73,87.64,5.58,4.42,49777,4.14,16.83,4.03,63.27,15.97,239.4,175554,0,0,5,12.6,65,163.78,48,120.94,301,758.42,795,2003.12,450,1133.84,1,2.52,297.32,3897.9
Redmondcity,WA,,,35800,1.32,91.07,6.28,2.46,42299,3.63,5.98,2.85,76.17,9.57,,,1,2.47,18,44.54,18,44.54,21,51.96,247,611.16,1306,3231.47,87,215.27,16,39.59,143.51,4097.49
Madisonborough,NJ,27,42510,15850,4.44,91.87,2.88,2.81,56478,3.74,12.51,3.51,62.33,10.62,,,0,0,0,0,4,25.25,4,25.25,33,208.28,203,1281.24,19,119.92,0,0,50.49,1609.44
Brooklinetown,MA,21,9175,54718,3.1,87.43,8.38,2.92,45598,8.61,6.82,4.8,65.96,21.39,248.4,106445.3,1,1.77,8,14.19,72,127.73,187,331.75,372,659.96,1379,2446.47,352,624.48,4,7.1,475.46,3738
Scituatetown,MA,23,60330,16786,0.39,97.37,0.45,0.75,52044,3.91,6.75,4.75,65.71,3.74,,,0,0,1,5.6,1,5.6,5,28.01,62,347.32,134,750.66,15,84.03,11,61.62,39.21,1243.63
LaGrangecity,GA,,,25597,42.35,56.71,0.77,0.59,21851,21.33,42.35,8.82,56.69,1.56,,,4,14.5,8,28.99,62,224.71,240,869.85,569,2062.27,2009,7281.36,135,489.29,3,10.87,1138.05,9843.79
BellGardenscity,CA,,,42355,0.53,38.18,1.29,87.53,23819,26.08,73.66,13.37,56.22,52.1,,,8,18.76,11,25.79,214,501.82,327,766.8,669,1568.77,562,1317.86,393,921.56,10,23.45,1313.17,3831.63
Lufkincity,TX,,,30206,27.22,65.22,0.79,9.64,22357,20.94,31.05,6.37,55.7,5.22,,,6,18.6,8,24.8,53,164.31,190,589.04,465,1441.59,1418,4396.08,147,455.73,5,15.5,796.75,6308.9
EastWindsortownship,NJ,21,19780,22353,6.44,86.37,5.34,5.43,49849,2.82,9.24,3.37,73.56,10.61,,,0,0,2,8.71,6,26.12,14,60.94,87,378.69,324,1410.29,29,126.23,0,0,95.76,1915.21
Hutchinsoncity,MN,85,30644,11523,0.17,98.58,0.62,0.9,29492,7.43,19.62,3.23,68.22,1.08,,,1,7.89,,,1,7.89,10,78.91,40,315.66,492,3882.58,16,126.26,4,31.57,,4356.06
Bothellcity,WA,,,12345,0.83,94.67,3.37,1.86,37159,3.63,10.01,3.3,69.35,6.44,,,0,0,2,15.08,10,75.42,16,120.67,180,1357.57,711,5362.4,54,407.27,15,113.13,211.18,7240.37
Kirkwoodcity,MO,,,27291,5.93,93.13,0.74,0.69,42113,2.82,11.77,3.12,63.68,2.11,,,1,3.51,4,14.02,17,59.59,45,157.73,99,347,518,1815.63,39,136.7,5,17.53,234.84,2316.86
FountainValleycity,CA,,,53691,0.95,78.23,17.73,8.11,56255,3.54,11.27,3.96,70.72,19.44,,,3,5.38,3,5.38,88,157.86,57,102.25,394,706.79,1971,3535.74,387,694.23,9,16.14,270.88,4952.91
Franklincity,TN,,,20098,17.99,81.05,0.51,0.92,32348,7.25,23.2,3.52,70.75,1.61,,,1,3.89,13,50.55,28,108.87,86,334.38,157,610.44,925,3596.56,75,291.61,4,15.55,497.69,4514.17
Martinsburgcity,WV,,,14073,8.56,90.13,0.58,1.16,22193,16.07,32.13,8.38,53.53,1.69,,,3,20.04,0,0,20,133.6,35,233.8,202,1349.37,927,6192.38,65,434.2,15,100.2,387.44,8076.15
Bartowcity,FL,,,14716,29.48,68.08,0.6,3.41,25751,16.42,33.43,6.16,53.65,2.98,2351.7,2311880.25,1,6.57,13,85.4,51,335.02,166,1090.46,257,1688.23,1056,6936.87,176,1156.15,2,13.14,1517.44,9794.39
Kingstonborough,PA,79,39784,14507,0.23,98.62,1.03,0.48,25482,9.08,20.25,4.06,54.41,2.54,,,0,0,3,21.7,4,28.93,11,79.55,33,238.65,367,2654.04,17,122.94,10,72.32,130.17,3087.94
Tiftoncity,GA,,,14215,24.78,73.19,0.91,2.56,20429,26.19,34.07,7.35,58.12,2.25,,,1,6.68,3,20.03,49,327.1,113,754.34,180,1201.6,861,5747.66,32,213.62,0,0,1108.14,7162.88
Gilroycity,CA,,,31487,1.2,68.17,4.01,47.27,40955,12.9,31.55,7.82,66.25,15.51,,,2,5.92,9,26.64,40,118.38,216,639.26,406,1201.57,1223,3619.52,133,393.62,78,230.84,790.2,5445.56
Bristolborough,PA,17,8760,10405,7.75,88.71,0.38,8.78,26265,10.36,37.82,8.35,58.62,2.5,,,0,0,3,27.7,27,249.28,61,563.2,59,544.73,327,3019.11,66,609.36,9,83.09,840.18,4256.3
Margatecity,FL,,,42985,3.74,93.09,1.47,7.68,28465,7.72,25.43,5.29,52.49,13.56,,,2,4.15,6,12.45,57,118.32,115,238.72,537,1114.71,1531,3178.06,208,431.77,7,14.53,373.65,4739.07
Muskegoncity,MI,121,56320,40283,27.1,69.88,0.35,3.52,18748,26.51,31.31,11.24,45.78,1.51,,,3,7.34,,,142,347.49,451,1103.63,1139,2787.23,2920,7145.48,295,721.89,25,61.18,,10715.77
Caldwellcity,ID,,,18400,0.32,85.47,1.22,20.57,20831,16.03,32.97,6.41,61.46,5.57,,,1,4.06,11,44.71,5,20.32,63,256.06,221,898.23,1087,4417.98,91,369.86,14,56.9,325.15,5742.97
FortLeeborough,NJ,3,24420,31997,1.31,77.21,20.33,5.56,46395,5.99,15.14,4.77,60.52,35.1,,,2,6.2,4,12.41,52,161.33,79,245.09,451,1399.19,514,1594.64,124,384.7,0,0,425.03,3378.53
Summittownship,MI,75,77200,21130,3.38,94.56,1.22,1.16,35151,6.61,15.89,5.11,61.68,2.2,,,0,0,,,6,27.64,27,124.37,58,267.16,218,1004.15,17,78.3,1,4.61,,1354.21
NorthRichlandHillscity,TX,,,45895,1.81,93.64,1.64,5.84,38354,5.05,13.58,4.38,74.29,3.35,,,0,0,28,49.54,44,77.86,78,138.02,389,688.31,1669,2953.2,229,405.2,5,8.85,265.42,4055.56
Wataugacity,TX,,,20009,1.64,92.31,3.18,7.15,41096,2.07,15.09,3.25,79.22,4.07,,,0,0,8,33.88,17,71.99,16,67.75,106,448.87,380,1609.15,22,93.16,0,0,173.62,2151.18
Gloucestercity,MA,9,26150,28716,0.23,99.28,0.27,0.95,32690,7.53,24.44,6.75,62.6,6.09,,,0,0,4,13.67,4,13.67,342,1168.99,211,721.22,476,1627.02,83,283.7,0,0,1196.34,2631.94
FortWaynecity,IN,,,173072,16.75,80.45,1.01,2.7,26344,11.53,22.88,6.15,64.55,2.21,166,56827.5,28,15.14,130,70.28,552,298.4,317,171.37,2028,1096.31,10016,5414.49,1786,965.48,143,77.3,555.18,7553.59
PriorLakecity,MN,139,52594,11482,0.41,97.09,0.57,0.74,45489,3.74,10.14,3.36,77.4,1.14,,,0,0,,,3,22.38,3,22.38,26,193.96,341,2543.83,15,111.9,3,22.38,,2872.06
Claremontcity,CA,,,32503,5,82.24,8.51,10.26,53479,5.28,7.2,4.22,62.63,12.19,,,3,8.75,5,14.58,55,160.37,60,174.95,438,1277.12,1086,3166.55,240,699.79,13,37.91,358.64,5181.36
Brooklyncity,OH,35,9246,11706,0.91,97.25,1.04,1.96,26818,5.48,29.39,4.01,54.82,8.62,,,0,0,1,8.84,11,97.21,0,0,10,88.37,309,2730.65,89,786.5,1,8.84,106.04,3614.35
Murraycity,UT,,,31282,0.66,95.8,1.48,4.24,28950,8.05,15.77,3.27,68.89,3.19,,,3,8.79,15,43.97,29,85,47,137.77,410,1201.78,2521,7389.49,121,354.67,8,23.45,275.53,8969.4
Jacksonvillecity,AR,,,29101,16.99,79.42,2.3,2.3,25009,11.59,17.14,6.17,68.58,3.23,,,3,10.01,17,56.75,48,160.23,179,597.52,278,928,1322,4412.99,107,357.18,12,40.06,824.52,5738.22
Torringtontown,CT,5,76570,33687,1.68,96.72,1.23,1.06,35230,5.24,27.5,5.1,64.44,6.77,,,0,0,8,23.68,10,29.6,63,186.45,272,805,626,1852.67,82,242.68,1,2.96,239.72,2903.31
OceanSpringscity,MS,,,14658,6.19,90.92,2.41,1.48,31161,10.12,16.66,6.83,61.41,3.5,,,0,0,8,48.24,13,78.39,32,192.97,160,964.84,515,3105.59,35,211.06,1,6.03,319.6,4287.52
BrokenArrowcity,OK,,,58043,3.12,91.69,0.96,2.12,37601,6.53,10.38,3.76,72.26,2.03,,,0,0,13,19.67,15,22.7,88,133.17,386,584.12,1427,2159.44,108,163.43,6,9.08,175.54,2916.07
MountMorristownship,MI,49,55980,25198,34.48,62.68,0.28,3.25,26634,23.38,28.86,14.01,51,1.59,,,1,3.86,,,70,270.35,138,532.98,390,1506.26,709,2738.3,203,784.03,16,61.8,,5090.38
Cantoncity,OH,151,12000,84161,18.21,80.67,0.32,1.06,19807,21.86,32.97,11.23,50.3,2.24,195.1,94608.5,11,13.01,82,96.97,537,635.06,405,478.96,1700,2010.43,3910,4623.99,635,750.95,76,89.88,1224,7475.25
Amherstcity,OH,93,1798,10332,0.21,98.37,0.7,2.33,37695,4.52,20.82,4.96,58.29,3.46,,,0,0,6,53.82,8,71.76,0,0,28,251.14,323,2897.12,12,107.63,1,8.97,125.57,3264.87
SierraMadrecity,CA,,,10762,0.85,91.74,5.1,9.76,46502,5.24,8.03,2.43,67.43,8.88,,,1,8.66,0,0,2,17.32,13,112.56,43,372.33,90,779.29,23,199.15,1,8.66,138.54,1359.43
Kennercity,LA,,,72033,18.08,77.42,1.69,10.05,30389,14.25,22.51,6.98,66.5,7.7,158.2,41583.2,8,10.91,42,57.26,249,339.48,584,796.22,1072,1461.55,3491,4759.57,798,1087.98,2,2.73,1203.87,7311.82
Bouldercity,CO,,,83312,1.26,92.53,3.85,4.83,29407,18.96,5.08,5.05,66.32,8.1,136.8,101501.3,1,1.14,20,22.79,40,45.59,122,139.04,947,1079.29,4398,5012.37,289,329.37,18,20.51,208.56,6441.54
MiamiSpringscity,FL,,,13268,1.88,92.57,1.97,41.82,31461,9.75,22.84,6.54,62.6,33.53,,,0,0,1,7.14,86,614.46,46,328.67,312,2229.21,588,4201.2,248,1771.93,0,0,950.27,8202.34
UpperAllentownship,PA,41,78736,13347,0.66,97.65,1.47,0.49,43598,1.75,10.82,3.42,66.11,3.33,,,0,0,0,0,0,0,9,66.3,28,206.28,165,1215.56,3,22.1,0,0,66.3,1443.94
Sangercity,CA,,,16839,0.11,47.7,2.48,72.86,24470,21.04,50.77,15.72,55.32,23.55,,,0,0,2,11.09,8,44.37,126,698.8,268,1486.33,453,2512.34,105,582.33,9,49.91,754.26,4630.91
Enterprisecity,AL,,,20123,21.19,76.52,1.39,2,26276,15.04,23.09,5.45,61.82,3.13,,,4,18.65,6,27.98,19,88.61,186,867.42,192,895.4,558,2602.25,31,144.57,,,1002.66,
Portagecity,IN,,,29060,0.4,97.14,0.52,6.38,33118,7.89,25.54,6.17,60.03,2.43,,,1,3.19,11,35.12,13,41.51,59,188.37,221,705.6,724,2311.55,131,418.25,7,22.35,268.19,3457.74
PleasantHillcity,CA,,,31585,1.4,89.31,6.98,6.65,46885,3.63,7.6,3.2,70.91,10.96,,,0,0,3,9.44,58,182.42,109,342.83,415,1305.28,1266,3981.88,147,462.35,9,28.31,534.69,5777.82
Hinesvillecity,GA,,,21603,35.62,57.31,3.28,6.86,24584,17.45,12.18,7.66,70.03,5.46,,,1,3.63,7,25.39,36,130.59,40,145.1,226,819.82,1326,4810.1,56,203.14,0,0,304.71,5833.06
Juneaucity,AK,,,26751,1.09,80.63,4.31,2.8,47924,5.59,10.14,4.75,75,4.85,,,0,0,12,41.53,3,10.38,18,62.3,128,443,857,2966.01,59,204.19,7,24.23,114.21,3637.43
Pottsvillecity,PA,107,62432,16603,1.66,97.51,0.57,0.52,21135,15.36,30.52,7.2,52.51,1.51,,,0,0,3,18.04,3,18.04,14,84.19,57,342.75,248,1491.28,12,72.16,0,0,120.26,1906.19
ElCentrocity,CA,,,31384,4.49,59.96,2.5,65.26,25147,23.25,40.47,13.9,52.69,29.22,,,1,2.65,18,47.64,82,217.03,160,423.48,818,2165.05,1695,4486.26,279,738.45,24,63.52,690.81,7453.28
Boonecity,IA,,,12392,0.15,99.3,0.4,0.39,24296,10.72,17.27,3.73,59.68,1.15,,,1,7.85,2,15.7,0,0,13,102.07,54,423.99,386,3030.78,20,157.04,,,125.63,
Garlandcity,TX,,,180650,8.87,79.67,4.47,11.63,37274,7.83,17.45,4.9,74.7,8.84,109.2,64477.6,12,6.06,114,57.61,293,148.07,,,2522,1274.54,7567,3824.13,1033,522.05,145,73.28,,5694
Janesvillecity,WI,105,37825,52133,0.55,98.08,0.82,1.15,31583,8.27,18.84,5.85,66,1.87,,,0,0,23,40.13,26,45.36,64,111.65,682,1189.81,2888,5038.38,143,249.48,20,34.89,197.14,6512.56
WestGoshentownship,PA,29,83080,18082,4.39,93.38,1.78,1.57,51265,1.98,10.41,2.23,72.76,3.62,,,0,0,1,5.44,4,21.75,34,184.88,54,293.64,440,2392.6,52,282.76,1,5.44,212.07,2974.44
Ashevillecity,NC,,,61607,19.81,79.09,0.61,0.87,22267,15.87,24.92,5.56,56.48,2.03,,,9,13.76,44,67.28,142,217.14,261,399.1,1148,1755.43,3311,5062.92,353,539.78,8,12.23,697.28,7370.37
Winchestercity,KY,,,15799,9.67,89.87,0.16,0.4,21543,21.65,37.65,6.17,57.19,0.25,,,0,0,5,29.86,6,35.83,75,447.89,81,483.73,413,2466.41,32,191.1,1,5.97,513.59,3147.21
Angletoncity,TX,,,17140,10.44,77.79,1.03,17.68,32098,9.65,19.53,5.2,65.49,2.44,,,1,5.25,15,78.79,19,99.8,69,362.43,156,819.41,572,3004.52,50,262.63,4,21.01,546.28,4107.57
Carmelcity,IN,,,25380,0.52,96.96,2.27,0.89,54505,1.58,4.96,2.27,71.22,3.5,,,0,0,3,9.47,3,9.47,33,104.14,46,145.16,470,1483.16,23,72.58,2,6.31,123.07,1707.22
Pacificacity,CA,,,37670,5.21,76.28,13.63,13.54,47533,4.52,13.45,3.35,73.39,14.67,,,2,5.04,10,25.19,21,52.89,213,536.46,166,418.08,631,1589.22,97,244.3,13,32.74,619.57,2284.35
Wyandottecity,MI,163,88900,30938,0.24,98.19,0.4,2.11,28312,9.73,31.07,8.07,54.87,3.89,,,0,0,,,17,57.26,27,90.95,102,343.57,684,2303.96,80,269.47,0,0,,2917
Wolcotttown,CT,9,87560,13700,1.57,97.58,0.42,1.04,48507,1.81,21.15,5.82,68.79,5.49,,,0,0,11,79.31,6,43.26,13,93.73,83,598.41,254,1831.29,39,281.18,1,7.21,216.29,2718.1
BeechGrovecity,IN,,,13383,0.25,98.87,0.49,0.74,29549,5.2,23.02,4.41,61.62,1.16,,,1,7.61,6,45.64,10,76.06,5,38.03,79,600.9,375,2852.36,40,304.25,2,15.21,167.34,3772.72
Huntingtoncity,WV,,,54844,6.75,92.52,0.46,0.54,18276,23.18,27.58,10.76,45.3,1.22,187.2,44106.6,2,3.71,61,113.04,83,153.8,158,292.78,787,1458.35,2259,4186.05,136,252.02,33,61.15,563.33,5957.57
Bellevilletownship,NJ,13,4695,34213,3.67,86.07,6.01,10.06,38507,5.19,28.98,5.16,64.3,15.13,,,1,2.88,4,11.5,61,175.41,103,296.19,322,925.95,623,1791.52,464,1334.29,9,25.88,485.98,4077.64
Georgetowncity,KY,,,11414,9.36,89.71,0.6,0.36,22677,17.28,32.07,4.36,61.71,0.7,,,0,0,9,69.03,11,84.38,132,1012.5,153,1173.58,697,5346.32,22,168.75,1,7.67,1165.91,6696.33
Youngstowncity,OH,99,88000,95706,38.12,59.3,0.3,3.99,17060,29.04,34.39,15.6,41.09,3,,,47,50.99,79,85.7,771,836.42,1223,1326.77,2041,2214.17,2637,2860.74,1343,1456.95,278,301.59,2299.87,6833.44
Cheyennecity,WY,,,50008,3.12,89.61,1.17,11.82,28117,10.34,15.41,6.2,64.51,2.39,,,0,0,22,40.7,17,31.45,69,127.66,258,477.33,2224,4114.63,76,140.61,12,22.2,199.81,4754.77
SouthWindsortown,CT,3,71390,22090,2.3,94.57,2.54,1.67,57606,1.43,11.63,2.31,77.76,6.82,,,4,18.09,5,22.61,5,22.61,10,45.22,89,402.44,276,1248.02,27,122.09,1,4.52,108.52,1777.07
Connersvillecity,IN,,,15550,2.58,97.02,0.25,0.36,21989,14.23,38.44,10.84,52.77,0.84,,,0,0,1,5.97,1,5.97,46,274.73,107,639.03,635,3792.4,28,167.22,8,47.78,286.67,4646.44
Spencercity,IA,41,93955,11066,0.05,99.11,0.61,0.28,24573,9.87,14.7,1.83,66.26,0.45,,,0,0,0,0,0,0,0,0,9,80.41,203,1813.8,9,80.41,,,0,
Phillipsburgtown,NJ,41,58350,15757,1.99,96.35,0.64,2.58,27289,10.88,33.88,6.47,58.24,3.18,,,0,0,0,0,4,25.11,34,213.47,81,508.57,230,1444.09,15,94.18,2,12.56,238.59,2059.4
GarfieldHeightscity,OH,35,29428,31739,14.77,84.4,0.54,0.84,28694,5.89,28.3,5.9,56.82,3.55,,,5,15.91,13,41.36,45,143.15,51,162.24,182,578.97,488,1552.41,183,582.15,9,28.63,362.65,2742.17
Lindenwoldborough,NJ,7,40440,18734,16.16,80.24,2.18,3.2,31793,7.82,21.47,6.25,72.44,4.49,,,0,0,7,37.68,47,253,58,312.21,263,1415.73,532,2863.76,157,845.13,5,26.92,602.9,5151.53
Roselleborough,NJ,39,64620,20314,38.03,56.42,2.63,11.44,40431,5.31,22.6,7.62,64.1,14.34,,,0,0,14,67.7,47,227.29,39,188.61,154,744.75,355,1716.8,109,527.13,9,43.52,483.61,3032.21
FrontRoyaltown,VA,,,11880,8.43,90.66,0.28,1.05,26777,9.21,41.92,6.16,60.67,1.36,,,0,0,3,22.13,10,73.77,11,81.14,70,516.38,455,3356.45,25,184.42,4,29.51,177.04,4086.75
Minneapoliscity,MN,53,43000,368383,13.02,78.44,4.27,2.14,25324,18.53,17.42,6.67,64.45,6.14,225.3,128069.9,58,16.21,518,144.81,3178,888.43,2727,762.35,9358,2616.09,19952,5577.72,4672,1306.09,,,1811.81,
Moorheadcity,MN,27,43864,32295,0.47,95.33,1.1,2.76,24265,19.89,16.52,5.69,62.5,2.53,,,1,3,,,4,11.98,44,131.8,194,581.13,1386,4151.81,59,176.74,6,17.97,,4927.66
WhitefishBayvillage,WI,79,86700,14272,0.5,97.77,1.44,1.18,53539,1.15,4.46,1.96,68.3,5.11,,,0,0,0,0,3,21.16,2,14.1,36,253.88,286,2016.93,18,126.94,0,0,35.26,2397.74
Auburncity,AL,,,33830,16.35,79.86,3.36,0.93,12931,39.91,11.9,6.77,49.44,4.15,,,4,11.06,14,38.73,20,55.32,96,265.55,409,1131.37,1443,3991.59,41,113.41,,,370.67,
Pleasantvillecity,NJ,1,59640,16027,55.07,36.34,1.83,10.54,30037,12.03,33.85,8.58,62.92,6.37,,,3,17.48,12,69.93,91,530.27,191,1112.99,325,1893.83,553,3222.42,58,337.98,12,69.93,1730.67,5524.15
Columbiacity,TN,,,28583,20.6,78.55,0.38,0.74,25238,14.26,33.26,5.89,59.54,0.59,,,5,14.1,18,50.77,61,172.06,220,620.54,620,1748.79,1342,3785.29,93,262.32,14,39.49,857.47,5835.9
Grahamcity,NC,,,10426,16.05,83.05,0.38,0.93,24509,11.83,33.76,3.16,63.89,1.09,,,1,8.95,5,44.74,11,98.43,104,930.65,137,1225.95,400,3579.42,33,295.3,0,0,1082.77,5100.67
Burlingtoncity,VT,7,10675,39127,1,96.8,1.49,1.23,25523,19.34,17.64,6.31,62.27,4.16,233.9,157424.5,1,2.57,26,66.83,9,23.13,34,87.39,620,1593.58,2269,5832.01,92,236.47,,,179.92,
Lompoccity,CA,,,37649,7.85,70.52,5.42,26.83,31702,15.07,21.56,7.34,58.67,13.43,,,1,2.4,13,31.16,48,115.04,133,318.76,402,963.47,1376,3297.86,86,206.12,18,43.14,467.36,4510.59
Gardenacity,CA,,,49847,23.5,32.16,33.23,23.08,33063,9.78,26.64,5.88,65.08,29.22,,,7,13.02,12,22.33,639,1188.9,437,813.07,787,1464.27,1201,2234.54,957,1780.56,17,31.63,2037.32,5511.01
SanRamoncity,CA,,,35303,2.01,87.1,8.99,5.85,63607,1.75,4.62,2.77,78.7,10.06,,,0,0,3,7.48,11,27.43,18,44.88,173,431.38,786,1959.9,70,174.55,6,14.96,79.79,2580.79
Monroecity,LA,,,54909,55.55,43.31,0.85,0.77,16223,37.76,31.32,11.99,48.29,1.37,217.7,61116.5,17,29.61,29,50.52,127,221.23,950,1654.88,1047,1823.85,4357,7589.8,260,452.91,,,1956.24,
Cookevillecity,TN,,,21744,2.87,95.01,1.76,0.75,20646,18.95,30.36,6.58,56.55,2.87,,,1,4.16,4,16.65,7,29.14,45,187.34,145,603.64,631,2626.87,55,228.97,7,29.14,237.29,3488.61
Orangecity,TX,,,19381,33.28,64.82,1.01,2.36,22664,22.73,28.99,8.22,50.13,1.48,,,2,9.86,34,167.69,94,463.63,124,611.59,428,2110.97,1675,8261.41,109,537.61,9,44.39,1252.77,10954.38
Palmdalecity,CA,,,68842,6.39,75.68,4.4,22.01,41974,8.87,20.16,6.92,67.12,13.36,,,8,7.7,49,47.14,250,240.52,929,893.76,1020,981.31,1871,1800.03,746,717.7,57,54.84,1189.11,3553.87
Bellcity,CA,,,34365,1.05,42.04,1.37,86.08,22515,26.13,66.39,12.37,54.41,57.03,,,8,22.31,6,16.73,166,462.83,131,365.25,235,655.22,283,789.05,282,786.26,3,8.36,867.12,2238.89
Bridgetoncity,NJ,11,7600,18942,36.93,54.72,0.81,9.66,21897,25.11,41.46,9.96,52.78,3.31,,,8,41.81,17,88.84,135,705.48,269,1405.73,478,2497.91,987,5157.82,52,271.74,15,78.39,2241.85,8005.85
